Atr_id,Atr_name,Attribute,Attribute_final_score,Attribute_score_neg,Attribute_score_neu,Attribute_score_pos,Category,Excl_from_vslzn,City,District,Place,State,Formatted_Address,Lat,Lng,Pincode
10568,Achalgarh Fort,activity,71.83098592,12,8,51,Hill-Station,No,NULL,Sirohi District,Sirohi District Mount Abu 307501,Rajasthan,"Achalgarh, Abu Road, Sirohi District, Rajasthan",24.630525,72.752126,307501
10568,Achalgarh Fort,climate,55.55555556,3,5,10,Hill-Station,No,NULL,Sirohi District,Sirohi District Mount Abu 307501,Rajasthan,"Achalgarh, Abu Road, Sirohi District, Rajasthan",24.630525,72.752126,307501
10568,Achalgarh Fort,view,76.47058824,3,5,26,Hill-Station,No,NULL,Sirohi District,Sirohi District Mount Abu 307501,Rajasthan,"Achalgarh, Abu Road, Sirohi District, Rajasthan",24.630525,72.752126,307501
7864,Achara Beach,activity,70,2,1,7,Beach,No,Malwan,Sindhudurg District,Near Old Library Malvan,Maharashtra,"Krishnai Beach Villa, Malwan, Sindhudurg District, Malwan, Maharashtra",16.064125,73.46414,416606
7864,Achara Beach,food,83.33333333,0,1,5,Beach,No,Malwan,Sindhudurg District,Near Old Library Malvan,Maharashtra,"Krishnai Beach Villa, Malwan, Sindhudurg District, Malwan, Maharashtra",16.064125,73.46414,416606
7864,Achara Beach,cleanliness,33.33333333,2,0,1,Beach,No,Malwan,Sindhudurg District,Near Old Library Malvan,Maharashtra,"Krishnai Beach Villa, Malwan, Sindhudurg District, Malwan, Maharashtra",16.064125,73.46414,416606
7864,Achara Beach,view,66.66666667,1,0,2,Beach,No,Malwan,Sindhudurg District,Near Old Library Malvan,Maharashtra,"Krishnai Beach Villa, Malwan, Sindhudurg District, Malwan, Maharashtra",16.064125,73.46414,416606
54,Achra Beach,activity,33.33333333,0,2,1,Beach,No,NULL,Sindhudurg District,Tarkarli,Maharashtra,"Tarkarli, Malwan, Sindhudurg District, Maharashtra",16.024682,73.487513,416606
8022,Achra Beach,food,60,0,2,3,Beach,No,Malwan,Sindhudurg District,6 Km From Malvan Town Tarkarli,Maharashtra,"Grande Vista Tarkarli, Malwan, Sindhudurg District, Malwan, Maharashtra",16.024682,73.487513,416606
8022,Achra Beach,activity,70,0,3,7,Beach,No,Malwan,Sindhudurg District,6 Km From Malvan Town Tarkarli,Maharashtra,"Grande Vista Tarkarli, Malwan, Sindhudurg District, Malwan, Maharashtra",16.024682,73.487513,416606
8022,Achra Beach,cleanliness,100,0,0,2,Beach,No,Malwan,Sindhudurg District,6 Km From Malvan Town Tarkarli,Maharashtra,"Grande Vista Tarkarli, Malwan, Sindhudurg District, Malwan, Maharashtra",16.024682,73.487513,416606
8022,Achra Beach,view,50,1,0,1,Beach,No,Malwan,Sindhudurg District,6 Km From Malvan Town Tarkarli,Maharashtra,"Grande Vista Tarkarli, Malwan, Sindhudurg District, Malwan, Maharashtra",16.024682,73.487513,416606
10234,Achyutaraya Temple,activity,60.52631579,14,16,46,Hill-Station,No,Hampi,Bellary District,Bellary District Hampi 583239,Karnataka,"Srimati Ballibhanath Temple, SH 131, Hospet, Bellary District, Hampi, Karnataka",15.323732,76.453436,583239
10234,Achyutaraya Temple,landscape,63.15789474,20,15,60,Hill-Station,No,Hampi,Bellary District,Bellary District Hampi 583239,Karnataka,"Srimati Ballibhanath Temple, SH 131, Hospet, Bellary District, Hampi, Karnataka",15.323732,76.453436,583239
10234,Achyutaraya Temple,climate,73.68421053,2,8,28,Hill-Station,No,Hampi,Bellary District,Bellary District Hampi 583239,Karnataka,"Srimati Ballibhanath Temple, SH 131, Hospet, Bellary District, Hampi, Karnataka",15.323732,76.453436,583239
10234,Achyutaraya Temple,view,60.60606061,5,8,20,Hill-Station,No,Hampi,Bellary District,Bellary District Hampi 583239,Karnataka,"Srimati Ballibhanath Temple, SH 131, Hospet, Bellary District, Hampi, Karnataka",15.323732,76.453436,583239
525,Achyutraya Temple,architecture,66.66666667,0,2,4,Heritage,No,Hampi,Bellary District,Hampi,Karnataka,"Veerabhadra Temple, Hospet, Bellary District, Hampi, Karnataka",15.331436,76.468382,583221
525,Achyutraya Temple,art,100,0,0,8,Heritage,No,Hampi,Bellary District,Hampi,Karnataka,"Veerabhadra Temple, Hospet, Bellary District, Hampi, Karnataka",15.331436,76.468382,583221
525,Achyutraya Temple,culture,100,0,0,1,Heritage,No,Hampi,Bellary District,Hampi,Karnataka,"Veerabhadra Temple, Hospet, Bellary District, Hampi, Karnataka",15.331436,76.468382,583221
525,Achyutraya Temple,history,100,0,0,1,Heritage,No,Hampi,Bellary District,Hampi,Karnataka,"Veerabhadra Temple, Hospet, Bellary District, Hampi, Karnataka",15.331436,76.468382,583221
532,Adalaj Ni Vav,architecture,100,0,0,1,Heritage,No,Ahmedabad,Ahmadabad District,Ahmedabad,Gujarat,"Sametshikhar Ni Pol, Mandvi Ni Pole, Astodia Chakla, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.020433,72.588979,380001
532,Adalaj Ni Vav,art,100,0,0,2,Heritage,No,Ahmedabad,Ahmadabad District,Ahmedabad,Gujarat,"Sametshikhar Ni Pol, Mandvi Ni Pole, Astodia Chakla, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.020433,72.588979,380001
532,Adalaj Ni Vav,history,100,0,0,1,Heritage,No,Ahmedabad,Ahmadabad District,Ahmedabad,Gujarat,"Sametshikhar Ni Pol, Mandvi Ni Pole, Astodia Chakla, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.020433,72.588979,380001
8651,Adalaj Step-well,art,76.5625,12,18,98,Heritage,No,Ahmedabad,Ahmadabad District,Adalaj District-Gandhinagar Ahmedabad,Gujarat,"Door Step City Courier, Dudheswar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.04889,72.58907,380004
8651,Adalaj Step-well,history,72.4137931,3,5,21,Heritage,No,Ahmedabad,Ahmadabad District,Adalaj District-Gandhinagar Ahmedabad,Gujarat,"Door Step City Courier, Dudheswar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.04889,72.58907,380004
8651,Adalaj Step-well,culture,69.23076923,3,1,9,Heritage,No,Ahmedabad,Ahmadabad District,Adalaj District-Gandhinagar Ahmedabad,Gujarat,"Door Step City Courier, Dudheswar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.04889,72.58907,380004
8651,Adalaj Step-well,religion,68.75,0,5,11,Heritage,No,Ahmedabad,Ahmadabad District,Adalaj District-Gandhinagar Ahmedabad,Gujarat,"Door Step City Courier, Dudheswar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.04889,72.58907,380004
8651,Adalaj Step-well,architecture,75.32467532,12,7,58,Heritage,No,Ahmedabad,Ahmadabad District,Adalaj District-Gandhinagar Ahmedabad,Gujarat,"Door Step City Courier, Dudheswar, Ahmadabad City, Ahmadabad District, Ahmedabad, Gujarat",23.04889,72.58907,380004
8345,Adam's Bridge - Rama Setu,activity,65.38461538,18,27,85,Beach,Yes,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
8345,Adam's Bridge - Rama Setu,view,70.27027027,5,6,26,Beach,Yes,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
8345,Adam's Bridge - Rama Setu,food,64,10,8,32,Beach,Yes,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
8345,Adam's Bridge - Rama Setu,cleanliness,83.33333333,2,0,10,Beach,Yes,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
9358,Adam's Bridge - Rama Setu,religion,100,0,0,1,Heritage,No,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
9358,Adam's Bridge - Rama Setu,history,0,0,1,0,Heritage,No,Rameswaram,YSR District,between Pamban Island and Mannar Island Rameswaram,Andhra Pradesh,"Shri Seeta Rama Swamy, Proddatur, YSR District, Rameswaram, Andhra Pradesh",14.7458,78.54173,516360
541,Adhai Din Ka Johnpra,art,33.33333333,2,0,1,Heritage,No,NULL,Ajmer District,Ajmer,Rajasthan,"Amarsingh Ka Badiya, Masuda, Ajmer District, Rajasthan",26.044557,74.386125,305901
541,Adhai Din Ka Johnpra,history,100,0,0,4,Heritage,No,NULL,Ajmer District,Ajmer,Rajasthan,"Amarsingh Ka Badiya, Masuda, Ajmer District, Rajasthan",26.044557,74.386125,305901
541,Adhai Din Ka Johnpra,architecture,50,1,1,2,Heritage,No,NULL,Ajmer District,Ajmer,Rajasthan,"Amarsingh Ka Badiya, Masuda, Ajmer District, Rajasthan",26.044557,74.386125,305901
8718,Adhai-din ka Jhonpra Mosque,religion,55.55555556,6,2,10,Heritage,No,Ajmer,Ajmer District,Ander Kote Rd Ajmer 305001,Rajasthan,"Mosque, Budha Pushkar Road, Ganj, Ajmer, Ajmer District, Ajmer, Rajasthan",26.468572,74.630708,305001
8718,Adhai-din ka Jhonpra Mosque,history,68.18181818,4,3,15,Heritage,No,Ajmer,Ajmer District,Ander Kote Rd Ajmer 305001,Rajasthan,"Mosque, Budha Pushkar Road, Ganj, Ajmer, Ajmer District, Ajmer, Rajasthan",26.468572,74.630708,305001
8718,Adhai-din ka Jhonpra Mosque,art,55.2238806,15,15,37,Heritage,No,Ajmer,Ajmer District,Ander Kote Rd Ajmer 305001,Rajasthan,"Mosque, Budha Pushkar Road, Ganj, Ajmer, Ajmer District, Ajmer, Rajasthan",26.468572,74.630708,305001
8718,Adhai-din ka Jhonpra Mosque,architecture,66.99029126,17,17,69,Heritage,No,Ajmer,Ajmer District,Ander Kote Rd Ajmer 305001,Rajasthan,"Mosque, Budha Pushkar Road, Ganj, Ajmer, Ajmer District, Ajmer, Rajasthan",26.468572,74.630708,305001
8718,Adhai-din ka Jhonpra Mosque,culture,66.66666667,3,2,10,Heritage,No,Ajmer,Ajmer District,Ander Kote Rd Ajmer 305001,Rajasthan,"Mosque, Budha Pushkar Road, Ganj, Ajmer, Ajmer District, Ajmer, Rajasthan",26.468572,74.630708,305001
452,Adi Kumbeswarar Temple,art,53.84615385,0,6,7,Heritage,No,Kumbakonam,Thanjavur District,Kumbakonam,Tamil Nadu,"Temple Stays, SH 64, Srinagar Colony, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.97068,79.400088,612001
452,Adi Kumbeswarar Temple,architecture,82.60869565,2,2,19,Heritage,No,Kumbakonam,Thanjavur District,Kumbakonam,Tamil Nadu,"Temple Stays, SH 64, Srinagar Colony, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.97068,79.400088,612001
452,Adi Kumbeswarar Temple,religion,66.66666667,3,1,8,Heritage,No,Kumbakonam,Thanjavur District,Kumbakonam,Tamil Nadu,"Temple Stays, SH 64, Srinagar Colony, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.97068,79.400088,612001
452,Adi Kumbeswarar Temple,history,85.71428571,1,0,6,Heritage,No,Kumbakonam,Thanjavur District,Kumbakonam,Tamil Nadu,"Temple Stays, SH 64, Srinagar Colony, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.97068,79.400088,612001
452,Adi Kumbeswarar Temple,culture,55.55555556,2,2,5,Heritage,No,Kumbakonam,Thanjavur District,Kumbakonam,Tamil Nadu,"Temple Stays, SH 64, Srinagar Colony, Kumbakonam, Thanjavur District, Kumbakonam, Tamil Nadu",10.97068,79.400088,612001
8078,Adimalathura Beach,activity,66.66666667,0,1,2,Beach,No,Kovalam,Thiruvananthapuram District,Kovalam,Kerala,"Beach Castle Hotel, Kovalam Beach Road, Neyyattinkara, Thiruvananthapuram District, Kovalam, Kerala",8.39,76.976389,695527
8078,Adimalathura Beach,food,100,0,0,2,Beach,No,Kovalam,Thiruvananthapuram District,Kovalam,Kerala,"Beach Castle Hotel, Kovalam Beach Road, Neyyattinkara, Thiruvananthapuram District, Kovalam, Kerala",8.39,76.976389,695527
456,Adina Mosque,art,0,1,0,0,Heritage,No,Malda,Maldah District,Malda,West Bengal,"Mosque, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732128
456,Adina Mosque,architecture,50,1,0,1,Heritage,No,Malda,Maldah District,Malda,West Bengal,"Mosque, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732128
8850,Adina Mosque,architecture,73.58490566,5,9,39,Heritage,No,Malda,Maldah District,Maldah district Malda 732101,West Bengal,"District Reserve Store, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732101
8850,Adina Mosque,art,67.64705882,6,5,23,Heritage,No,Malda,Maldah District,Maldah district Malda 732101,West Bengal,"District Reserve Store, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732101
8850,Adina Mosque,religion,85.71428571,0,1,6,Heritage,No,Malda,Maldah District,Maldah district Malda 732101,West Bengal,"District Reserve Store, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732101
8850,Adina Mosque,culture,33.33333333,2,2,2,Heritage,No,Malda,Maldah District,Maldah district Malda 732101,West Bengal,"District Reserve Store, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732101
8850,Adina Mosque,history,70,1,2,7,Heritage,No,Malda,Maldah District,Maldah district Malda 732101,West Bengal,"District Reserve Store, English Bazar, Maldah District, Malda, West Bengal",24.9993,88.14468,732101
547,Adinath Temple,art,0,0,1,0,Heritage,No,Khajuraho,Chhatarpur District,Khajuraho,Madhya Pradesh,"Adinath Temple, Sewagram, Rajnagar, Chhatarpur District, Khajuraho, Madhya Pradesh",24.845122,79.936621,471606
547,Adinath Temple,architecture,100,0,0,1,Heritage,No,Khajuraho,Chhatarpur District,Khajuraho,Madhya Pradesh,"Adinath Temple, Sewagram, Rajnagar, Chhatarpur District, Khajuraho, Madhya Pradesh",24.845122,79.936621,471606
10309,Adiyogi Shiva,landscape,67.08860759,11,15,53,Hill-Station,No,NULL,Coimbatore District,Isha Yoga centre Velliangiri Foothills Ishana Vihar Post Coimbatore 641114,Tamil Nadu,"Shiva Temple, SH 164, Coimbatore South, Coimbatore District, Tamil Nadu",10.938801,76.744826,641114
10309,Adiyogi Shiva,view,49.15254237,20,10,29,Hill-Station,No,NULL,Coimbatore District,Isha Yoga centre Velliangiri Foothills Ishana Vihar Post Coimbatore 641114,Tamil Nadu,"Shiva Temple, SH 164, Coimbatore South, Coimbatore District, Tamil Nadu",10.938801,76.744826,641114
