,Word,wcount
1589,winding,2
1202,sailing,2
856,meditation,2
962,orange,2
733,jackfruit,2
72,artist,2
953,offer,2
736,jeep,2
1233,section,2
1232,secret,2
1578,wetland,2
90,background,2
41,amount,2
806,log,2
746,kilometer,2
1565,watershed,2
805,lodge,2
1134,recreation,2
1595,woman,2
1143,reign,2
1144,relaxation,2
1208,sambhar,2
863,memory,2
750,kingdom,2
751,kitchen,2
1189,rowing,2
661,hillside,2
527,flood,2
1329,sparrow,2
519,finger,2
518,film,2
517,figure,2
1428,teak,2
1478,transit,2
1327,space,2
333,cuisine,2
510,fern,2
1330,speciality,2
314,court,2
1427,teacher,2
335,culture,2
1422,tank,2
177,branch,2
233,cedar,2
344,dancing,2
231,causeway,2
349,death,2
1517,use,2
1431,telescope,2
524,fissure,2
170,boulevard,2
149,bliss,2
557,fruit,2
317,cow,2
1437,territory,2
151,block,2
320,crane,2
550,founder,2
1316,something,2
543,force,2
324,cross,2
540,footpath,2
157,boar,2
326,crow,2
1522,vegetable,2
532,fog,2
1432,temperature,2
389,dog,2
230,cattle,2
356,deodar,2
1416,system,2
1372,store,2
1377,strawberry,2
220,cantonment,2
422,eco,2
421,echo,2
1380,street,2
413,dynasty,2
411,dweller,2
1383,strip,2
1384,stroll,2
406,duck,2
1387,student,2
404,drongos,2
1388,stupa,2
210,calm,2
207,cafeteria,2
398,drainage,2
388,division,2
380,disease,2
1408,swamp,2
226,carp,2
1370,stop,2
472,excursion,2
470,example,2
364,desert,2
467,evidence,2
465,evergreen,2
460,eucalyptus,2
367,detail,2
368,detour,2
1358,star,2
1359,start,2
1504,trunk,2
1483,treasure,2
444,entertainment,2
442,enemy,2
196,bulbul,2
1366,stick,2
664,hire,2
315,cover,2
1395,sulphur,2
117,bean,2
595,grandeur,2
1545,vista,2
584,globe,2
1473,tragopan,2
628,harvesting,2
276,collector,2
587,goddess,2
278,combination,2
305,corridor,2
1295,skier,2
1446,tier,2
294,contrast,2
646,herb,2
634,headquarters,2
1293,skeleton,2
1292,size,2
292,continent,2
1453,today,2
301,copper,2
643,hectare,2
1270,shooting,2
1546,voice,2
247,chariot,2
626,hare,2
287,confluence,2
564,game,2
623,handloom,2
1272,shopping,2
256,chirping,2
569,garland,2
571,gateway,2
251,chestnut,2
124,beginner,2
282,competition,2
126,bell,2
1470,tracking,2
280,company,2
289,connection,2
579,girl,2
615,habitation,2
655,hiker,2
651,highland,2
298,convict,2
1136,refinement,1
1075,position,1
1135,red,1
1137,reflection,1
1610,yak,1
1456,toonks,1
1458,topography,1
1455,toonk,1
1412,sword,1
1077,potential,1
1413,sylvan,1
1130,rate,1
1129,rapelling,1
1411,"switzerland.,nature",1
1407,surveillance,1
1138,refraction,1
1139,refreshment,1
1594,wolf,1
1620,zooplankton,1
1150,research,1
1464,tow,1
1149,requirement,1
1070,popularity,1
1471,trade,1
1472,tradition,1
1399,sundown,1
1148,repository,1
1491,trial,1
1460,tortoise,1
1147,remnant,1
1459,tor,1
1490,trench,1
1073,portico,1
1486,treed,1
1404,surfing,1
1405,surrounding,1
1598,woodland,1
1409,swift,1
1141,regime,1
1596,wonder,1
1617,zip,1
1140,refuge,1
1616,z,1
1418,tahr,1
1599,woodpecker,1
1435,term,1
1476,transfer,1
1110,putitora,1
1429,teal,1
1430,team,1
1444,thunderstorm,1
1086,presides,1
1107,punishing,1
1087,price,1
1088,pride,1
1477,transformation,1
1605,worshipper,1
1443,thunderbolt,1
1442,threat,1
1104,provision,1
1090,principality,1
1127,rakshasa,1
1103,protector,1
1091,print,1
1441,thousand,1
1606,"worshippers.,what",1
1092,problem,1
1438,terror,1
1608,yachting,1
1440,thanks,1
1609,yagna,1
1100,projection,1
1439,testing,1
1098,professional,1
1094,processing,1
1096,product,1
1111,pyramid,1
1448,tile,1
1112,quality,1
1613,"year.,jamuna",1
1126,rajah,1
1125,rainforest,1
1414,symbol,1
1415,syrup,1
1615,youth,1
1417,table,1
1095,procession,1
1600,woodvilla,1
1121,railing,1
1120,railhead,1
1601,woody,1
1454,tonne,1
1419,tailor,1
1420,taking,1
1080,pre,1
1423,tapestry,1
1118,ragas,1
1117,rafting,1
1424,taste,1
1116,radish,1
1115,race,1
1081,precipice,1
1082,predator,1
1452,toad,1
1451,tip,1
1614,yogi,1
1114,r,1
1113,queen,1
1450,timing,1
1262,"shillong.,travelers",1
1368,stonework,1
1492,tribals,1
1319,songsak,1
1307,snap,1
1303,slipper,1
1302,sleeping,1
1530,verdure,1
1301,slate,1
1531,verge,1
1564,waterfowl,1
1562,watercourse,1
1299,skull,1
1234,security,1
1532,version,1
1236,segregation,1
1297,skill,1
1533,vessel,1
1237,self,1
1537,"viewpoint.,some",1
1290,singing,1
1529,verdant,1
1309,snow-,1
1567,wayfarer,1
1570,wealth,1
1218,scale,1
1219,scandal,1
1525,veil,1
1526,velocity,1
1527,venture,1
1222,scepter,1
1315,someone,1
1528,venue,1
1310,snowline,1
1569,wayside,1
1314,somebody,1
1313,solitude,1
1568,waypoint,1
1225,scorpion,1
1226,script,1
1311,soar,1
1239,seminary,1
1240,sense,1
1241,separate,1
1257,sheet,1
1551,walkway,1
1269,shonga,1
1255,share,1
1256,shed,1
1555,warming,1
1268,sholurmattam,1
1267,sholas,1
1265,shoal,1
1274,shoulder,1
1554,warden,1
1259,shepherd,1
1553,war,1
1260,shikara,1
1261,shillong,1
1264,shivlinga,1
1263,shine,1
1550,walking,1
1275,show,1
1538,viharas,1
1287,silk,1
1242,serenity,1
1243,series,1
1541,virgin,1
1288,silver,1
1244,serow,1
1543,"visit.,october",1
1245,servant,1
1286,silence,1
1276,showcase,1
1284,sign,1
1250,shade,1
1560,watchtower,1
1252,shaki,1
1253,shakti,1
1281,sieving,1
1548,waiting,1
1318,song,1
1069,poplar,1
1394,suicide,1
1519,value,1
1499,trophy,1
1172,ringbund,1
1585,wildflower,1
1500,trouble,1
1502,trove,1
1503,truck,1
1357,standing,1
1179,roll,1
1505,ttdc,1
1352,stadium,1
1182,root,1
1351,stable,1
1350,squirrel,1
1349,square,1
1348,sq.km,1
1188,rowboat,1
1506,tubing,1
1369,stony,1
1498,trip,1
1587,willow,1
1382,string,1
1393,suburb,1
1392,subject,1
1157,respite,1
1389,stupor,1
1386,struggle,1
1495,trident,1
1590,wing,1
1379,streamlet,1
1497,trinket,1
1496,trinity,1
1164,rhinoceros,1
1376,stove,1
1374,storey,1
1166,rice,1
1373,storehouse,1
1371,stoppage,1
1190,royalty,1
1191,rubber,1
1192,rug,1
1209,samsing,1
1576,well,1
1205,salinity,1
1515,uranium,1
1331,specialty,1
1206,salvation,1
1575,welfare,1
1328,span,1
1210,sanatorium,1
1514,upstream,1
1211,sanctity,1
1516,urbanisation,1
1326,spa,1
1213,sanctum,1
1324,southeast,1
1215,sandalwood,1
1216,sarovar,1
1204,salamander,1
1513,ul,1
1346,spur,1
1509,twilight,1
1344,spp,1
1343,"spot.,tourists",1
1507,tunnel,1
1580,whiteness,1
1508,turn,1
1340,splash,1
1339,spirituality,1
1196,ruminant,1
1333,specimen,1
1197,rumtse,1
1579,wheeler,1
1510,twin,1
1336,spell,1
1512,"udder.,pilgrims",1
1200,safety,1
1335,speleothems,1
0,1960s,1
811,love,1
1068,pooling,1
313,course,1
323,crop,1
322,cricket,1
321,crash,1
319,craftsman,1
318,cowherd,1
316,"cover.,trambak",1
311,countryside,1
299,cooking,1
309,counter,1
308,council,1
307,cottage,1
306,corruption,1
304,coronation,1
302,corn,1
325,crossing,1
327,crowd,1
328,crown,1
329,cruise,1
330,crunchy,1
331,crust,1
334,cult,1
336,cup,1
337,curiosity,1
338,current,1
339,curse,1
340,cut,1
341,cypress,1
345,dark,1
346,darshan,1
351,defiance,1
352,degree,1
300,coordinate,1
297,conveyance,1
479,expert,1
243,channel,1
253,chimney,1
250,cherry,1
249,cheese,1
248,"charm.,tourists",1
246,charge,1
245,characteristic,1
241,chain,1
296,convergence,1
240,chah,1
239,cereal,1
236,center,1
235,celebration,1
234,ceiling,1
229,catchment,1
254,chir,1
255,chirp,1
257,choice,1
259,cinchona,1
260,circle,1
261,circuit,1
264,civilisation,1
265,cleanliness,1
267,climate,1
274,cobra,1
281,comparison,1
284,component,1
285,comprise,1
288,conifer,1
290,consists,1
293,contour,1
295,converge,1
358,deposit,1
359,depot,1
360,depression,1
431,electricity,1
439,enclosure,1
438,emperor,1
437,emergency,1
436,emerald,1
435,embodiment,1
434,elopement,1
430,eldi,1
362,descendant,1
429,elder,1
428,eiger,1
427,egg,1
426,effort,1
425,edifice,1
423,ecosystem,1
441,endorheic,1
443,engineering,1
445,enthrals,1
447,entice,1
451,environs,1
455,erosion,1
456,eruption,1
457,essence,1
458,essential,1
461,euphorbia,1
462,evaporation,1
464,event,1
466,everything,1
469,examination,1
471,exception,1
473,exhibit,1
475,existence,1
419,eater,1
418,eastward,1
416,earthquake,1
387,diving,1
365,design,1
369,development,1
371,dialect,1
372,difference,1
373,differentiation,1
374,dimension,1
375,diminishes,1
377,direction,1
378,disaster,1
379,discoverer,1
381,disorder,1
383,distinction,1
385,diversity,1
386,divide,1
390,dolphin,1
412,dwelling,1
391,dome,1
392,door,1
393,dormitory,1
394,dot,1
396,downwards,1
397,drain,1
399,draw,1
400,drawing,1
401,dream,1
405,drop,1
407,duke,1
408,dune,1
409,duration,1
410,"dust.,plans",1
224,card,1
221,canvas,1
219,canopy,1
71,artisan,1
79,attack,1
78,atop,1
76,asura,1
75,association,1
74,ash,1
73,ascent,1
70,artifact,1
109,bat,1
69,artefact,1
68,art,1
67,arrow,1
66,array,1
65,arrangement,1
64,aroma,1
82,aura,1
84,avalanche,1
85,avenue,1
86,avifauna,1
87,awestruck,1
88,backbone,1
92,badminton,1
93,bag,1
95,bandit,1
96,bandstand,1
97,bangle,1
100,barb,1
102,barrage,1
103,barrier,1
105,basin,1
106,basis,1
107,basket,1
60,architect,1
59,archery,1
58,archeology,1
26,aftermath,1
2,9th,1
3,aarti,1
4,abidin,1
5,ability,1
9,account,1
10,achievement,1
11,aconitum,1
13,act,1
17,administration,1
19,admirer,1
22,adventurer,1
23,advertisement,1
24,aequipinnatus,1
25,affection,1
29,agent,1
55,aquarium,1
31,airport,1
32,algae,1
33,aliment,1
34,alkaline,1
35,allure,1
38,amateur,1
39,ambiance,1
42,amruth,1
43,amusement,1
45,angler,1
48,antelope,1
49,anthropologist,1
50,antique,1
52,appealing,1
108,bastion,1
110,bata,1
218,canon,1
180,breadth,1
190,brotherhood,1
188,britisher,1
187,brightness,1
183,breath,1
182,breakfast,1
181,break,1
179,brass,1
112,bathe,1
178,brand,1
176,brake,1
175,bracket,1
174,bowl,1
173,bow,1
172,bounty,1
191,buddhist,1
192,budget,1
193,buff,1
194,"buffs.,tourists",1
197,bull,1
198,bump,1
199,bun,1
202,bush,1
205,cabbage,1
206,cable,1
208,calamity,1
209,call,1
211,calming,1
212,camel,1
213,camera,1
216,candidate,1
217,canoeing,1
166,boot,1
165,book,1
164,bonnet,1
135,bike,1
115,bazaar,1
116,beam,1
120,beckons,1
121,bed,1
122,bedroom,1
123,bee,1
127,belonging,1
128,belt,1
129,bend,1
130,beneath,1
131,beverage,1
132,bhajan,1
133,bhajiyas,1
134,bhavanagar,1
136,bikers,1
160,boast,1
138,bill,1
139,bio,1
140,biomass,1
141,birch,1
143,"birds.,one",1
145,biscuit,1
148,black,1
150,blizzard,1
152,blockade,1
154,blossom,1
155,blow,1
156,blue,1
158,board,1
159,boarding,1
476,expanse,1
480,explanation,1
1062,"point.,one",1
882,miracle,1
899,motorbike,1
897,moss,1
895,moon,1
894,mood,1
886,moment,1
883,mirror,1
880,minister,1
864,mercy,1
879,mining,1
876,milk,1
874,midway,1
871,mica,1
868,meteorite,1
867,merry,1
900,motorcycle,1
901,mound,1
903,mountaineer,1
905,mouse,1
906,mouth,1
907,movement,1
910,mtourists,1
912,mural,1
914,music,1
916,must,1
917,myricarea,1
918,mystery,1
921,n,1
922,nail,1
923,nainital,1
926,naturalist,1
928,naukuchiatal,1
866,merit,1
862,memorial,1
481,exploration,1
822,mammalian,1
835,marriage,1
832,marg,1
830,maple,1
826,mandarin,1
825,mandal,1
824,management,1
820,making,1
861,member,1
819,maker,1
818,majority,1
817,magnolia,1
816,machan,1
813,luxury,1
1,6th,1
836,marsh,1
837,martyr,1
838,marvel,1
839,mass,1
840,massage,1
841,mastery,1
842,mat,1
843,match,1
845,maximum,1
846,maze,1
847,mcomprises,1
851,meander,1
852,meaning,1
854,measuring,1
857,meet,1
859,melt,1
860,melting,1
929,navel,1
930,navigation,1
931,need,1
1010,"peak.,skiing",1
1018,perfection,1
1017,perch,1
1015,penance,1
1014,peddling,1
1012,peasant,1
1011,pear,1
1008,peacock,1
932,neighbourhood,1
1006,pavilion,1
1005,pavement,1
1004,pav,1
1003,paucity,1
1002,pathway,1
999,past,1
1019,performance,1
1020,perimeter,1
1023,permit,1
1026,phenomenon,1
1031,picnicking,1
1033,piece,1
1034,pig,1
1035,pile,1
1039,pin,1
1041,pinnacle,1
1042,pitcher,1
1044,plan,1
1047,planetarium,1
1053,play,1
1054,playground,1
1055,playing,1
1059,pochard,1
995,"participate.,it",1
994,participant,1
992,parking,1
957,onion,1
933,network,1
934,nickname,1
936,nilgai,1
937,noon,1
940,nothing,1
941,novelty,1
942,nullah,1
944,nun,1
946,object,1
947,objective,1
948,observation,1
950,obstruction,1
951,occult,1
952,of13,1
958,opening,1
990,parent,1
961,oracle,1
968,originates,1
969,origination,1
971,otter,1
972,outlet,1
975,oxygen,1
976,package,1
978,paddling,1
981,palakkad,1
982,palm,1
984,panel,1
986,panther,1
987,paper,1
989,parasite,1
808,lookout,1
807,longing,1
803,locate,1
574,gem,1
592,grading,1
591,gradient,1
588,goose,1
585,goat,1
582,glance,1
580,girth,1
573,gear,1
633,headquarter,1
570,garlic,1
568,"gardens.,mahabaleshwar",1
567,"gardens.,connoisseurs",1
565,gandhak,1
563,gallery,1
562,future,1
593,graffiti,1
594,grain,1
599,gravity,1
600,greed,1
601,green,1
603,grief,1
605,groundwork,1
609,guidance,1
612,gutter,1
613,gypsy,1
616,hair,1
618,halt,1
622,handiwork,1
624,hang,1
625,hardship,1
627,harp,1
629,hatchery,1
561,fullness,1
560,fulfilling,1
558,fruity,1
509,feeling,1
482,explorer,1
483,expression,1
484,exquisiteness,1
485,exterior,1
486,extraction,1
489,facilitation,1
492,factor,1
494,fade,1
496,fairy,1
499,"fall.,travellers",1
500,"families.,tourists",1
503,fault,1
505,fear,1
508,feed,1
511,fertility,1
556,front,1
513,fibreglass,1
515,fight,1
520,firing,1
522,fisherman,1
525,flag,1
529,floriculture,1
533,foliage,1
534,folk,1
536,follower,1
542,footstep,1
544,forehead,1
548,formulation,1
552,freak,1
555,friend,1
630,haulage,1
635,"heads.,though",1
802,locality,1
738,jogging,1
755,knoll,1
754,knack,1
753,kmilometre,1
744,jurisdiction,1
741,judge,1
739,joint,1
737,jewellery,1
636,headwater,1
735,jealousy,1
734,jam,1
727,investigator,1
726,invasion,1
724,institute,1
723,inspiration,1
757,kunds,1
758,labyrinth,1
759,ladder,1
765,landing,1
769,langur,1
771,lattice,1
774,leader,1
776,leaping,1
777,leech,1
780,leishyllong,1
789,lighthouse,1
790,lily,1
793,"ling'.,if",1
794,linga,1
797,lintel,1
799,liquor,1
800,"liquor.,though",1
722,insight,1
720,inland,1
719,initiative,1
672,homage,1
637,healing,1
638,heap,1
639,hearing,1
641,heartbeat,1
642,heaven,1
647,herd,1
648,heritage,1
649,hideout,1
650,hiding,1
657,hil,1
660,"hills.,thrissanku",1
663,"himalayas.,there",1
667,hoarding,1
671,holiness,1
674,honey,1
716,indication,1
675,honeymoon,1
679,hoolock,1
683,horseback,1
684,horticulture,1
701,ideal,1
702,identification,1
703,identity,1
705,illusion,1
707,impact,1
709,impression,1
711,incidence,1
712,incident,1
713,income,1
714,increase,1
1621,zorbing,1
